cluster,genomes_present,family_type,gene,product,go_function,ontology_term
GCF_000597845.1|WP_000080885.1,11,Core,moaC,cyclic pyranopterin monophosphate synthase MoaC,cyclic pyranopterin monophosphate synthase activity|0061799||IEA,"GO:0006777,GO:0061799"
GCF_000597845.1|WP_000080947.1,11,Core,nrdI,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,FMN binding|0010181||IEA,"GO:0009263,GO:0036211,GO:0010181"
GCF_000597845.1|WP_000081418.1,10,Accessory,ttcA,tRNA 2-thiocytidine(32) synthetase TtcA,,GO:0008033
GCF_000597845.1|WP_000081550.1,10,Accessory,rpoS,RNA polymerase sigma factor RpoS,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000082101.1,11,Core,livG,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG,,
GCF_000597845.1|WP_000082127.1,11,Core,yecJ,DUF2766 family protein YecJ,,
GCF_000597845.1|WP_000082201.1,11,Core,mutH,DNA mismatch repair endonuclease MutH,endonuclease activity|0004519||IEA,"GO:0006304,GO:0004519"
GCF_000597845.1|WP_000082738.1,11,Core,katE,catalase HPII,"catalase activity|0004096||IEA,heme binding|0020037||IEA","GO:0006979,GO:0004096,GO:0020037"
GCF_000597845.1|WP_000082846.1,11,Core,leuA,2-isopropylmalate synthase,2-isopropylmalate synthase activity|0003852||IEA,"GO:0019752,GO:0003852"
GCF_000597845.1|WP_000083005.1,11,Core,patZ,peptidyl-lysine N-acetyltransferase PatZ,,
GCF_000597845.1|WP_000083057.1,11,Core,hybC,hydrogenase 2 large subunit,ferredoxin hydrogenase activity|0008901||IEA,GO:0008901
GCF_000597845.1|WP_000083216.1,9,Accessory,alsR,MurR/RpiR family transcriptional regulator,,
GCF_000597845.1|WP_000084131.1,11,Core,glcB,malate synthase G,malate synthase activity|0004474||IEA,"GO:0006097,GO:0004474"
GCF_000597845.1|WP_000084387.1,11,Core,tpx,thiol peroxidase,"thioredoxin peroxidase activity|0008379||IEA,oxidoreductase activity%2C acting on peroxide as acceptor|0016684||IEA","GO:0008379,GO:0016684"
GCF_000597845.1|WP_000084469.1,11,Core,ybeY,rRNA maturation RNase YbeY,"RNA nuclease activity|0004540||IEA,metal ion binding|0046872||IEA","GO:0042254,GO:0004540,GO:0046872"
GCF_000597845.1|WP_000084573.1,8,Accessory,xapA,xanthosine phosphorylase,purine-nucleoside phosphorylase activity|0004731||IEA,"GO:0055086,GO:0004731,GO:0005737"
GCF_000597845.1|WP_000084622.1,11,Core,ytfH,winged helix-turn-helix transcriptional regulator,DNA binding|0003677||IEA,GO:0003677
GCF_000597845.1|WP_000084639.1,11,Core,moaB,molybdenum cofactor biosynthesis protein B,catalytic activity|0003824||IEA,"GO:0006777,GO:0003824"
GCF_000597845.1|WP_000084764.1,11,Core,nirD,nitrite reductase small subunit NirD,,
GCF_000597845.1|WP_000085233.1,11,Core,ynjH,YnjH family protein,,
GCF_000597845.1|WP_000085982.1,11,Core,mdtL,multidrug efflux MFS transporter MdtL,,
GCF_000597845.1|WP_000086722.1,11,Core,pta,phosphate acetyltransferase,acetyltransferase activity|0016407||IEA,GO:0016407
GCF_000597845.1|WP_000086905.1,11,Core,dgcI,GGDEF domain-containing protein,cyclase activity|0009975||IEA,"GO:0009966,GO:0009975"
GCF_000597845.1|WP_000087214.1,11,Core,eamA,O-acetylserine/cysteine exporter,,GO:0016020
GCF_000597845.1|WP_000087280.1,11,Core,tkt,transketolase,transketolase activity|0004802||IEA,GO:0004802
GCF_000597845.1|WP_000088916.1,11,Core,yejE,ABC transporter permease,,
GCF_000597845.1|WP_000089364.1,9,Accessory,sufB,Fe-S cluster assembly protein SufB,,GO:0016226
GCF_000597845.1|WP_000089731.1,11,Core,rnk,nucleoside diphosphate kinase regulator,"DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA","GO:0032784,GO:0003677,GO:0070063"
GCF_000597845.1|WP_000090097.1,11,Core,tolR,colicin uptake protein TolR,,
GCF_000597845.1|WP_000090158.1,11,Core,gsiB,glutathione ABC transporter substrate-binding protein GsiB,glutathione transmembrane transporter activity|0034634||IEA,"GO:0034775,GO:0034634,GO:0043190"
GCF_000597845.1|WP_000090611.1,11,Core,yhfW,phosphopentomutase,phosphopentomutase activity|0008973||IEA,GO:0008973
GCF_000597845.1|WP_000090775.1,11,Core,rpsM,30S ribosomal protein S13,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA","GO:0006412,GO:0003723,GO:0003735,GO:0005840"
GCF_000597845.1|WP_000091016.1,11,Core,mntR,manganese-binding transcriptional regulator MntR,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,transition metal ion binding|0046914||IEA,protein dimerization activity|0046983||IEA","GO:0006355,GO:0003677,GO:0003700,GO:0046914,GO:0046983"
GCF_000597845.1|WP_000091199.1,11,Core,marA,MDR efflux pump AcrAB transcriptional activator MarA,,
GCF_000597845.1|WP_000091291.1,11,Core,napG,ferredoxin-type protein NapG,,
GCF_000597845.1|WP_000091572.1,9,Accessory,lgoR,GntR family transcriptional regulator,,
GCF_000597845.1|WP_000091700.1,11,Core,yggX,oxidative damage protection protein,iron ion binding|0005506||IEA,GO:0005506
GCF_000597845.1|WP_000091840.1,10,Accessory,ynfM,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000091945.1,11,Core,rplF,50S ribosomal protein L6,"structural constituent of ribosome|0003735||IEA,rRNA binding|0019843||IEA","GO:0006412,GO:0003735,GO:0019843,GO:0005840"
GCF_000597845.1|WP_000091955.1,11,Core,rpmB,50S ribosomal protein L28,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_000092069.1,11,Core,yaiW,surface-exposed outer membrane lipoprotein YaiW,,
GCF_000597845.1|WP_000092206.1,11,Core,mdtH,multidrug efflux MFS transporter MdtH,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857"
GCF_000597845.1|WP_000092696.1,11,Core,arfA,alternative ribosome-rescue factor ArfA,,
GCF_000597845.1|WP_000093154.1,11,Core,adiC,arginine/agmatine antiporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000093247.1,11,Core,mtlA,PTS mannitol transporter subunit IICBA,,
GCF_000597845.1|WP_000093589.1,11,Core,nemA,N-ethylmaleimide reductase,,
GCF_000597845.1|WP_000093812.1,11,Core,nadR,multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR,"nicotinamide-nucleotide adenylyltransferase activity|0000309||IEA,DNA binding|0003677||IEA,ribosylnicotinamide kinase activity|0050262||IEA","GO:0009058,GO:0000309,GO:0003677,GO:0050262"
GCF_000597845.1|WP_000094011.1,11,Core,tsaA,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,"GO:0006400,GO:0008757,GO:0005737"
GCF_000597845.1|WP_000094721.1,11,Core,aer,aerotaxis sensor receptor Aer,,
GCF_000597845.1|WP_000095187.1,11,Core,ygiQ,YgiQ family radical SAM protein,S-adenosyl-L-methionine binding|1904047||IEA,GO:1904047
GCF_000597845.1|WP_000095707.1,11,Core,ackA,acetate kinase,,
GCF_000597845.1|WP_000096011.1,11,Core,metH,methionine synthase,"zinc ion binding|0008270||IEA,methionine synthase activity|0008705||IEA,cobalamin binding|0031419||IEA","GO:0009086,GO:0008270,GO:0008705,GO:0031419"
GCF_000597845.1|WP_000096086.1,11,Core,yqjK,YqjK-like family protein,,
GCF_000597845.1|WP_000096674.1,11,Core,pdxK,pyridoxine/pyridoxal/pyridoxamine kinase,pyridoxal kinase activity|0008478||IEA,"GO:0009443,GO:0008478"
GCF_000597845.1|WP_000096692.1,11,Core,wzz(fepE),LPS O-antigen length regulator Wzz(fepE),,"GO:0009103,GO:0016020"
GCF_000597845.1|WP_000096875.1,9,Accessory,modF,molybdate ABC transporter ATP-binding protein ModF,ATP binding|0005524||IEA,GO:0005524
GCF_000597845.1|WP_000097369.1,11,Core,dld,D-lactate dehydrogenase,oxidoreductase activity%2C acting on the CH-OH group of donors%2C quinone or similar compound as acceptor|0016901||IEA,"GO:0006089,GO:0016901"
GCF_000597845.1|WP_000097580.1,11,Core,cpoB,cell division protein CpoB,protein binding|0005515||IEA,"GO:0051301,GO:0070206,GO:0005515"
GCF_000597845.1|WP_000098438.1,11,Core,ampG,muropeptide MFS transporter AmpG,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000098818.1,11,Core,dnaT,primosomal protein DnaT,,
GCF_000597845.1|WP_000098896.1,11,Core,cfa,cyclopropane fatty acyl phospholipid synthase,,
GCF_000597845.1|WP_000099289.1,11,Core,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA,,
GCF_000597845.1|WP_000099823.1,11,Core,odhB,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,dihydrolipoyllysine-residue succinyltransferase activity|0004149||IEA,"GO:0006099,GO:0004149,GO:0045252"
GCF_000597845.1|WP_000100420.1,11,Core,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,"preQ1 synthase activity|0033739||IEA,7-cyano-7-deazaguanine tRNA-ribosyltransferase activity|0043867||IEA","GO:0008616,GO:0033739,GO:0043867"
GCF_000597845.1|WP_000100800.1,11,Core,dps,DNA starvation/stationary phase protection protein Dps,oxidoreductase activity%2C acting on metal ions|0016722||IEA,GO:0016722
GCF_000597845.1|WP_000101055.1,11,Core,minD,septum site-determining protein MinD,,
GCF_000597845.1|WP_000101685.1,11,Core,yjfM,DUF1190 domain-containing protein,,
GCF_000597845.1|WP_000101737.1,11,Core,acrR,multidrug efflux transporter transcriptional repressor AcrR,,
GCF_000597845.1|WP_000101984.1,9,Accessory,modA,molybdate ABC transporter substrate-binding protein,,GO:0015689
GCF_000597845.1|WP_000102278.1,11,Core,cydH,cytochrome bd-I accessory subunit CydH,,
GCF_000597845.1|WP_000102319.1,10,Accessory,kup,low affinity potassium transporter Kup,potassium ion transmembrane transporter activity|0015079||IEA,"GO:0015079,GO:0016020"
GCF_000597845.1|WP_000102485.1,11,Core,lpdA,dihydrolipoyl dehydrogenase,"dihydrolipoyl dehydrogenase (NADH) activity|0004148||IEA,flavin adenine dinucleotide binding|0050660||IEA","GO:0004148,GO:0050660"
GCF_000597845.1|WP_000102564.1,11,Core,maa,maltose O-acetyltransferase,acetyltransferase activity|0016407||IEA,GO:0016407
GCF_000597845.1|WP_000102886.1,11,Core,amiA,N-acetylmuramoyl-L-alanine amidase AmiA,N-acetylmuramoyl-L-alanine amidase activity|0008745||IEA,"GO:0009253,GO:0008745"
GCF_000597845.1|WP_000103754.1,11,Core,acpP,acyl carrier protein,,GO:0006633
GCF_000597845.1|WP_000104211.1,11,Core,tdcA,transcriptional regulator TdcA,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000104521.1,11,Core,igaA,intracellular growth attenuator protein IgaA,,
GCF_000597845.1|WP_000105566.1,11,Core,speB,agmatinase,agmatinase activity|0008783||IEA,"GO:0008295,GO:0008783"
GCF_000597845.1|WP_000105636.1,1,Singleton,merA,mercury(II) reductase,"mercury (II) reductase (NADP+) activity|0016152||IEA,mercury ion binding|0045340||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA","GO:0046689,GO:0050787,GO:0016152,GO:0045340,GO:0050660,GO:0050661"
GCF_000597845.1|WP_000105733.1,11,Core,yqiA,esterase YqiA,,
GCF_000597845.1|WP_000105851.1,11,Core,lplA,lipoate--protein ligase LplA,,
GCF_000597845.1|WP_000106474.1,9,Accessory,yecF,DUF2594 family protein YecF,,
GCF_000597845.1|WP_000106560.1,11,Core,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA,"transporter activity|0005215||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA,metal ion binding|0046872||IEA","GO:0006812,GO:0005215,GO:0005524,GO:0016887,GO:0019829,GO:0046872,GO:0016020"
GCF_000597845.1|WP_000106627.1,11,Core,yfbV,terminus macrodomain insulation protein YfbV,,
GCF_000597845.1|WP_000108160.1,11,Core,yciA,acyl-CoA thioester hydrolase YciA,thiolester hydrolase activity|0016790||IEA,GO:0016790
GCF_000597845.1|WP_000108172.1,11,Core,grxD,monothiol glutaredoxin 4,,
GCF_000597845.1|WP_000108294.1,11,Core,queD,6-carboxytetrahydropterin synthase QueD,catalytic activity|0003824||IEA,"GO:0008616,GO:0003824"
GCF_000597845.1|WP_000108330.1,11,Core,gntK,gluconokinase,,
GCF_000597845.1|WP_000108626.1,11,Core,sseA,3-mercaptopyruvate sulfurtransferase,thiosulfate-cyanide sulfurtransferase activity|0004792||IEA,GO:0004792
GCF_000597845.1|WP_000109295.1,11,Core,ycaD,MFS transporter,,
GCF_000597845.1|WP_000109526.1,11,Core,ygcO,ferredoxin family protein,,
GCF_000597845.1|WP_000109943.1,11,Core,tatC,Sec-independent protein translocase subunit TatC,,
GCF_000597845.1|WP_000110501.1,11,Core,dpaL,diaminopropionate ammonia-lyase,"diaminopropionate ammonia-lyase activity|0008838||IEA,pyridoxal phosphate binding|0030170||IEA","GO:0008838,GO:0030170"
GCF_000597845.1|WP_000111043.1,11,Core,pflA,pyruvate formate lyase 1-activating protein,"[formate-C-acetyltransferase]-activating enzyme activity|0043365||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","GO:0043365,GO:0051539"
GCF_000597845.1|WP_000111269.1,11,Core,pgk,phosphoglycerate kinase,,
GCF_000597845.1|WP_000113127.1,9,Accessory,lsrK,autoinducer-2 kinase,autoinducer-2 kinase activity|0071518||IEA,"GO:0005975,GO:0009372,GO:0071518"
GCF_000597845.1|WP_000114272.1,11,Core,ybiV,sugar-phosphatase YbiV,,
GCF_000597845.1|WP_000114985.1,11,Core,def,peptide deformylase,peptide deformylase activity|0042586||IEA,"GO:0036211,GO:0042586"
GCF_000597845.1|WP_000115199.1,11,Core,hycD,formate hydrogenlyase subunit HycD,,
GCF_000597845.1|WP_000115290.1,11,Core,nadA,quinolinate synthase NadA,"quinolinate synthetase A activity|0008987||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","GO:0009435,GO:0008987,GO:0051539"
GCF_000597845.1|WP_000116090.1,11,Core,hemN,oxygen-independent coproporphyrinogen III oxidase,coproporphyrinogen oxidase activity|0004109||IEA,"GO:0006779,GO:0004109,GO:0005737"
GCF_000597845.1|WP_000116297.1,11,Core,rlmI,23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI,"RNA binding|0003723||IEA,rRNA methyltransferase activity|0008649||IEA","GO:0003723,GO:0008649"
GCF_000597845.1|WP_000116565.1,11,Core,gpmM,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,phosphoglycerate mutase activity|0004619||IEA,"GO:0006007,GO:0004619"
GCF_000597845.1|WP_000116695.1,11,Core,atpI,F0F1 ATP synthase subunit I,,
GCF_000597845.1|WP_000116772.1,10,Accessory,cbrB,protein CbrB,,
GCF_000597845.1|WP_000117728.1,11,Core,tcdA,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,ubiquitin-like modifier activating enzyme activity|0008641||IEA,GO:0008641
GCF_000597845.1|WP_000117881.1,11,Core,asnS,asparagine--tRNA ligase,"asparagine-tRNA ligase activity|0004816||IEA,ATP binding|0005524||IEA","GO:0006421,GO:0004816,GO:0005524"
GCF_000597845.1|WP_000118404.1,11,Core,accD,acetyl-CoA carboxylase%2C carboxyltransferase subunit beta,acetyl-CoA carboxylase activity|0003989||IEA,"GO:0006633,GO:0003989,GO:0009317"
GCF_000597845.1|WP_000118507.1,11,Core,nuoH,NADH-quinone oxidoreductase subunit NuoH,,
GCF_000597845.1|WP_000118826.1,11,Core,bioF,8-amino-7-oxononanoate synthase,8-amino-7-oxononanoate synthase activity|0008710||IEA,"GO:0009102,GO:0008710"
GCF_000597845.1|WP_000118901.1,9,Accessory,yedE,selenium metabolism membrane protein YedE/FdhT,,
GCF_000597845.1|WP_000119763.1,11,Core,ygaH,L-valine transporter subunit YgaH,,
GCF_000597845.1|WP_000122013.1,11,Core,dnaX,DNA polymerase III subunit gamma/tau,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA,ATP binding|0005524||IEA","GO:0006260,GO:0003677,GO:0003887,GO:0005524,GO:0009360"
GCF_000597845.1|WP_000122080.1,10,Accessory,scpB,methylmalonyl-CoA decarboxylase,,
GCF_000597845.1|WP_000122253.1,11,Core,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,"ATP-dependent peptidase activity|0004176||IEA,serine-type endopeptidase activity|0004252||IEA","GO:0006508,GO:0004176,GO:0004252,GO:0009368"
GCF_000597845.1|WP_000122426.1,11,Core,uspC,universal stress protein UspC,,
GCF_000597845.1|WP_000122884.1,11,Core,caiE,carnitine operon protein CaiE,,
GCF_000597845.1|WP_000123197.1,11,Core,rng,ribonuclease G,"RNA binding|0003723||IEA,RNA nuclease activity|0004540||IEA","GO:0006396,GO:0003723,GO:0004540"
GCF_000597845.1|WP_000124421.1,11,Core,fhuA,ferrichrome porin FhuA,"siderophore uptake transmembrane transporter activity|0015344||IEA,signaling receptor activity|0038023||IEA","GO:0015891,GO:0015344,GO:0038023,GO:0009279"
GCF_000597845.1|WP_000124615.1,11,Core,ytjB,YtjB family periplasmic protein,,
GCF_000597845.1|WP_000124700.1,11,Core,fusA,elongation factor G,"translation elongation factor activity|0003746||IEA,GTP binding|0005525||IEA","GO:0006414,GO:0003746,GO:0005525"
GCF_000597845.1|WP_000124850.1,11,Core,rplT,50S ribosomal protein L20,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0000315,GO:0022625"
GCF_000597845.1|WP_000125016.1,11,Core,cmk,(d)CMP kinase,"(d)CMP kinase activity|0004127||IEA,ATP binding|0005524||IEA","GO:0015949,GO:0004127,GO:0005524"
GCF_000597845.1|WP_000125832.1,11,Core,fes,enterochelin esterase,"iron ion binding|0005506||IEA,enterochelin esterase activity|0008849||IEA","GO:0005506,GO:0008849"
GCF_000597845.1|WP_000126500.1,11,Core,dpiA,two-component response regulator DpiA,,
GCF_000597845.1|WP_000126538.1,11,Core,pyrC,dihydroorotase,dihydroorotase activity|0004151||IEA,"GO:0019856,GO:0004151"
GCF_000597845.1|WP_000127356.1,11,Core,apt,adenine phosphoribosyltransferase,adenine phosphoribosyltransferase activity|0003999||IEA,"GO:0006168,GO:0003999"
GCF_000597845.1|WP_000127781.1,11,Core,yfcJ,MFS transporter,,
GCF_000597845.1|WP_000128491.1,11,Core,nimT,2-nitroimidazole transporter,,
GCF_000597845.1|WP_000128776.1,11,Core,shoB,type I toxin-antitoxin system toxin ShoB,,
GCF_000597845.1|WP_000129558.1,11,Core,fbaB,class I fructose-bisphosphate aldolase,fructose-bisphosphate aldolase activity|0004332||IEA,GO:0004332
GCF_000597845.1|WP_000130051.1,11,Core,ddlB,D-alanine--D-alanine ligase,,
GCF_000597845.1|WP_000130100.1,11,Core,rpsQ,30S ribosomal protein S17,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_000130189.1,11,Core,tal,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130217.1,11,Core,rpoH,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130305.1,11,Core,clpX,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130380.1,11,Core,yhbW,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130621.1,11,Core,tusA,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130843.1,11,Core,mdtD,MFS transporter,,
GCF_000597845.1|WP_000131314.1,11,Core,tolQ,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131702.1,11,Core,fur,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131719.1,11,Core,mrdB,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131782.1,11,Core,hisG,ATP phosphoribosyltransferase,ATP phosphoribosyltransferase activity|0003879||IEA,"GO:0000105,GO:0003879,GO:0005737"
GCF_000597845.1|WP_000131925.1,11,Core,tnaB,low affinity tryptophan permease TnaB,,
GCF_000597845.1|WP_000132231.1,11,Core,pncC,nicotinamide-nucleotide amidase,,
GCF_000597845.1|WP_000132643.1,11,Core,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,"nucleotide binding|0000166||IEA,aminoacyl-tRNA ligase activity|0004812||IEA,ATP binding|0005524||IEA","GO:0006400,GO:0043039,GO:0000166,GO:0004812,GO:0005524"
GCF_000597845.1|WP_000132961.1,11,Core,hycI,hydrogenase maturation peptidase HycI,aspartic-type endopeptidase activity|0004190||IEA,"GO:0036211,GO:0004190"
GCF_000597845.1|WP_000133044.1,11,Core,infB,translation initiation factor IF-2,"translation initiation factor activity|0003743||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA","GO:0006413,GO:0003743,GO:0003924,GO:0005525,GO:0005737"
