strain,genome,family,gene,product,go_function,ontology_term
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000107474.1,,aldose 1-epimerase family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000108562.1,,tail fiber protein,,"GO:0019062,GO:0046718"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000114854.1,,CaiF/GrlA family transcriptional regulator,,GO:0006351
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000115638.1,,glycosyltransferase family 2 protein,glycosyltransferase activity|0016757||IEA,"GO:0006486,GO:0016757"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000119841.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000122958.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000126105.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000132059.1,,acyl carrier protein,,GO:0006633
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000133160.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000140405.1,ybtA,yersiniabactin transcriptional regulator YbtA,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000148192.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000163452.1,,MT-A70 family methyltransferase,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000179263.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000180166.1,,MMPL family transporter,,GO:0016020
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000181940.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000184969.1,,phage head morphogenesis protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000188903.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000194281.1,ybtT,yersiniabactin biosynthesis thioesterase YbtT,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000198986.1,,LacI family DNA-binding transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006351,GO:0006355,GO:0003677,GO:0003700"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000200451.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000206747.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000207019.1,,phage holin family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000208227.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000210399.1,mzaB,MZA anti-phage system associated ATPase MzaB,,GO:0051607
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000210446.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000213605.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000224835.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000236492.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000248953.1,,restriction endonuclease subunit S,DNA binding|0003677||IEA,"GO:0006304,GO:0003677"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000251941.1,mzaD,MZA anti-phage system associated PD-(D/E)XK motif protein MzaD,,GO:0051607
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000256718.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000256735.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000263650.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000268716.1,,major capsid protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000273201.1,,methyltransferase,O-methyltransferase activity|0008171||IEA,GO:0008171
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000280683.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000281082.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000281555.1,,helix-turn-helix transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000284450.1,,plasmid pRiA4b ORF-3 family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000287502.1,,peptidoglycan DD-metalloendopeptidase family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000290346.1,,membrane protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000312945.1,,VRR-NUC domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000332264.1,,tyrosine-type recombinase/integrase,site-specific recombinase activity|0009009||IEA,"GO:0006310,GO:0009009"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000334867.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000337197.1,,virion core protein%2C T7 gp14 family,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000343747.1,,IS256-like element IS1414 family transposase,transposase activity|0004803||IEA,"GO:0006313,GO:0004803"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000355476.1,,LEM-3-like GIY-YIG domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000360015.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000366614.1,,McrB family protein,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA","GO:0005524,GO:0016887"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000369498.1,irp1,yersiniabactin polyketide synthase HMWP1,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000383554.1,,YmfQ family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000390070.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000392424.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000402895.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000412539.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000413229.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000415817.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000419015.1,mzaE,MZA anti-phage system associated AIPR family protein MzaE,,GO:0051607
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000424489.1,gp10,capsid staple protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000434627.1,leoA,toxin secretory dynamin-like GTPase LeoA,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000438163.1,,DEAD/DEAH box helicase family protein,"DNA binding|0003677||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA","GO:0003677,GO:0005524,GO:0016787"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000451762.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000458584.1,,Panacea domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000462045.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000472086.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000476150.1,,DUF4222 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000488333.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000497757.1,,DUF2635 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000515818.1,,helix-turn-helix transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000539505.1,wzy,O78 family O-antigen polymerase,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000551021.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000554685.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000555092.1,mzaA,MZA anti-phage system associated sigma-70 family RNA polymerase sigma factor MzaA,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006355,GO:0051607,GO:0003700,GO:0016987"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000567466.1,,helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,GO:0003677
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000588338.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000597696.1,,DUF3261 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000600822.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000623034.1,irp2,yersiniabactin non-ribosomal peptide synthetase HMWP2,non-ribosomal peptide synthetase activity|1904091||IEA,GO:1904091
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000627061.1,,Bbp16 family capsid cement protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000627733.1,,type I restriction-modification system subunit M,"DNA binding|0003677||IEA,methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0009307,GO:0003677,GO:0008168,GO:1904047"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000637738.1,,DUF2514 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000640254.1,,restriction endonuclease,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000651450.1,,GrlR family regulatory protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000658303.1,,sce7726 family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000661047.1,,phage tail assembly protein,,GO:0098003
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000668950.1,,N-6 DNA methylase,"DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA","GO:0003677,GO:0008170"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000670565.1,,LolA family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000675390.1,,helix-turn-helix transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000676503.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000677831.1,,relaxase/mobilization nuclease domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000678612.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000679479.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000680585.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000694952.1,copM,CopM family metallochaperone,metallochaperone activity|0016530||IEA,"GO:0055070,GO:0016530"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000702407.1,,phage head closure protein,structural molecule activity|0005198||IEA,"GO:0019068,GO:0005198,GO:0044423"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000703040.1,ybtS,yersiniabactin biosynthesis salicylate synthase Irp9/YbtS,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000705928.1,,PTS sugar transporter subunit IIB,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA,"GO:0008643,GO:0009401,GO:0008982"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000707067.1,,AAA family ATPase,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA","GO:0005524,GO:0016887"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000708681.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000708858.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000710653.1,,DUF726 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000714422.1,,beta family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000722269.1,,glycosyltransferase,glycosyltransferase activity|0016757||IEA,"GO:0006486,GO:0016757"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000729826.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000738066.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000747951.1,,Cro/CI family transcriptional regulator,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000753060.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000758228.1,,DUF411 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000766102.1,,phage major capsid protein,structural molecule activity|0005198||IEA,"GO:0019068,GO:0005198,GO:0044423"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000769004.1,,DUF2815 family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000770125.1,,sel1 repeat family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000774665.1,,phage tail tape measure protein,structural molecule activity|0005198||IEA,"GO:0016032,GO:0005198"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000779287.1,,phage tail terminator protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000779566.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000784545.1,fyuA,siderophore yersiniabactin receptor FyuA,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000785312.1,,baseplate J/gp47 family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000786770.1,,helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,GO:0003677
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000790483.1,silE,silver-binding protein SilE,metal ion binding|0046872||IEA,GO:0046872
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000801965.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000805233.1,,MarR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000805520.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000807199.1,,phage tail tape measure protein,structural molecule activity|0005198||IEA,"GO:0016032,GO:0005198"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000809341.1,,LuxR C-terminal-related transcriptional regulator,,GO:0006355
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000813455.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000821231.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000833174.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000833651.1,,DUF3927 family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000836290.1,,helix-turn-helix domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000838376.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000843494.1,,DUF2933 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000852155.1,,portal protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000859350.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000872050.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000875105.1,,ImmA/IrrE family metallo-endopeptidase,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000902356.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000923139.1,,phage portal protein,structural molecule activity|0005198||IEA,"GO:0019068,GO:0005198,GO:0044423"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000924830.1,,head-tail connector protein,,GO:0016032
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000930891.1,,acyl-CoA thioesterase,"hydrolase activity|0016787||IEA,thiolester hydrolase activity|0016790||IEA","GO:0016787,GO:0016790"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000954400.1,,ash family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000958491.1,,helix-turn-helix transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000978019.1,,WavE lipopolysaccharide synthesis family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000982861.1,ybtU,yersiniabactin biosynthesis oxidoreductase YbtU,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_000987941.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001005132.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001009043.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001013349.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001016801.1,,SDR family oxidoreductase,oxidoreductase activity|0016491||IEA,GO:0016491
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001018558.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001019190.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001024678.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001034307.1,,Eco57I restriction-modification methylase domain-containing protein,"DNA binding|0003677||IEA,catalytic activity|0003824||IEA","GO:0006304,GO:0003677,GO:0003824"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001040697.1,,STY1053 family phage-associated protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001041560.1,,type I restriction-modification system subunit M N-terminal domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001051770.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001059592.1,,DNA-binding protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001061106.1,,tyrosine-type recombinase/integrase,DNA binding|0003677||IEA,"GO:0006310,GO:0015074,GO:0003677"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001062150.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001064134.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001065741.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001066173.1,,super-infection exclusion protein B,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001067212.1,,DUF6387 family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001075801.1,,glycoside hydrolase family 19 protein,hydrolase activity|0016787||IEA,GO:0016787
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001077065.1,,acyl-CoA synthetase,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001077332.1,,type I restriction endonuclease subunit R,"DNA binding|0003677||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA,type I site-specific deoxyribonuclease activity|0009035||IEA,ATP hydrolysis activity|0016887||IEA","GO:0009307,GO:0003677,GO:0004386,GO:0005524,GO:0009035,GO:0016887"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001078959.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001091671.1,,PD-(D/E)XK nuclease-like domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001093358.1,,BRO-N domain-containing protein,DNA binding|0003677||IEA,GO:0003677
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001093922.1,,pyocin activator PrtN family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001097566.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001102261.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001112736.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001113513.1,,DUF2800 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001117825.1,,M15 family metallopeptidase,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001121920.1,,tyrosine-type recombinase/integrase,site-specific recombinase activity|0009009||IEA,"GO:0006310,GO:0009009"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001128526.1,,competence protein CoiA,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001129702.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001138287.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001138327.1,,tyrosine-type recombinase/integrase,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001143617.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001147906.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001148680.1,,phosphopantetheine-binding protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001159678.1,dsr1,anti-phage defense-associated sirtuin Dsr1,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001164127.1,,tail fiber assembly protein,,GO:0098004
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001171280.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001172377.1,,site-specific integrase,DNA binding|0003677||IEA,"GO:0006310,GO:0015074,GO:0003677"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001174014.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001177650.1,,lambda phage CII family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001180114.1,,phospholipase D-like domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001188253.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001191674.1,,helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,GO:0003677
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001198620.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001213770.1,,DNA cytosine methyltransferase,methyltransferase activity|0008168||IEA,GO:0008168
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001221604.1,,zinc-ribbon domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001224659.1,,DUF7167 family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001231257.1,,DUF1064 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001248445.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001248831.1,wzx,O78 family O-antigen flippase,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001255892.1,,PD-(D/E)XK nuclease family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001259082.1,,phage baseplate assembly protein V,structural molecule activity|0005198||IEA,"GO:0019068,GO:0005198,GO:0044423"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001275998.1,,putative holin,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001277856.1,,restriction endonuclease subunit S,DNA binding|0003677||IEA,"GO:0006304,GO:0003677"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001282459.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001283044.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001283169.1,,phage holin family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001285947.1,leoB,dynamin-like protein LeoB,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001286281.1,ybtX,yersiniabactin-associated zinc MFS transporter YbtX,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001288046.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001288821.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001290570.1,,M48 family metallopeptidase,"peptidase activity|0008233||IEA,metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA","GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001293588.1,,AAA domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001297666.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001304548.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001304725.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001312809.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001333284.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001344215.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001350102.1,,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001350104.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001350105.1,,lysophospholipid acyltransferase family protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001350106.1,,beta-ketoacyl synthase chain length factor,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001358311.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001363070.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001368802.1,hisL,his operon leader peptide,,GO:0000105
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001387651.1,,recombinase family protein,"DNA strand exchange activity|0000150||IEA,DNA binding|0003677||IEA","GO:0006310,GO:0015074,GO:0000150,GO:0003677"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001387733.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001390632.1,,transposase,"DNA binding|0003677||IEA,transposase activity|0004803||IEA","GO:0006313,GO:0003677,GO:0004803"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001405000.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001406039.1,,replication protein P,,GO:0006270
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001407729.1,tssB,type VI secretion system contractile sheath small subunit,,GO:0033103
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001420344.1,,LexA family protein,DNA binding|0003677||IEA,"GO:0045892,GO:0003677"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001433668.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001514621.1,silP,Ag(+)-translocating P-type ATPase SilP,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001520086.1,,VapE domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001542448.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001573251.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001598196.1,,IS110 family transposase,transposase activity|0004803||IEA,GO:0004803
SEC470,GCF_000987875.1,GCF_000987875.1|WP_001673482.1,,hypothetical protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_008322898.1,,tyrosine-type recombinase/integrase,site-specific recombinase activity|0009009||IEA,"GO:0006310,GO:0009009"
SEC470,GCF_000987875.1,GCF_000987875.1|WP_014639837.1,,DNA circularization protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_014639840.1,,DUF5906 domain-containing protein,,
SEC470,GCF_000987875.1,GCF_000987875.1|WP_014639927.1,,hypothetical protein,,
